,id,type,title,director,country,release_year,rating,genre,duration_in_min,duration_in_seasons
8242,8242,Movie,The Omen (4K UHD),John Moore,Italy,2006,17+,"Horror, Suspense",110,0
8243,8243,Movie,The Omen,Unknown,Italy,2006,17+,"Drama, Horror, Suspense",110,0
8244,8244,Movie,The Neon Dead,Torey Haas,Italy,2017,16+,"Action, Comedy, Science Fiction",81,0
8245,8245,Movie,The Negotiator,Mary McMurray,Italy,1994,18+,Drama,83,0
8246,8246,Movie,The Long Island Incident,Joseph Sargent,Italy,1998,16+,Drama,92,0
8247,8247,Movie,The Legend of Valentino,Melville Shavelson,Italy,1975,13+,Drama,96,0
8248,8248,Movie,The Legend of the Tamworth Two,Metin Huseyin,Italy,2004,16+,Drama,59,0
8249,8249,Movie,The Last Circus(English Subtitled),Alex de la Iglesia,Italy,2011,17+,"Comedy, Drama, Horror",105,0
8250,8250,Movie,The Kids Are All Right,Lisa Cholodenko,Italy,2010,17+,"Comedy, Drama, Romance",107,0
8251,8251,Movie,The Karma Effect,Jimmy Dasaint,Italy,2021,18+,"Action, Drama",67,0
8252,8252,Movie,The Immortals,"Ryan Keating, Daniel Dollase, Zoe Tweedie",Italy,2021,13+,"Action, Drama, Science Fiction",54,0
8253,8253,Movie,The Heartthrob,Francisco Ramalho Jr.,Italy,2021,13+,Comedy,97,0
8254,8254,Movie,The Gardener,James D.R. Hickox,Italy,2002,17+,"Drama, Horror, Suspense",102,0
8255,8255,Movie,The Family Tree,Jorge Ameer,Italy,2020,18+,"LGBTQ, Romance",132,0
8256,8256,Movie,The Boy And The Pirates - A Family Fun Fantasy In Color!,Bert I. Gordon,Italy,1960,13+,"Action, Kids, Science Fiction",84,0
8257,8257,Movie,Stuart Little 2,Rob Minkoff,United States,2002,8+,"Comedy, Kids, Science Fiction",78,0
8258,8258,Movie,Stuart Little,Rob Minkoff,United States,1999,8+,"Action, Kids",85,0
8259,8259,Movie,Spoken,Tenill Ransom,Italy,2021,16+,"Horror, Suspense",96,0
8260,8260,TV Show,Speak UP: Empower Your Ideas,Unknown,Italy,2021,7+,Special Interest,0,2
8261,8261,Movie,Son of Sam,Ulli Lommel,Italy,2008,17+,"Drama, Suspense",81,0
8262,8262,Movie,Smoke Screen,Gary Yates,Italy,2010,13+,Suspense,87,0
8263,8263,Movie,Sky Captain and The World of Tomorrow,Kerry Conran,Italy,2004,8+,"Action, Adventure, Science Fiction",107,0
8264,8264,Movie,Shuttle,Edward Anderson,Italy,2009,17+,"Drama, Horror, Suspense",107,0
8265,8265,Movie,Showdown at Shelby's Shack,Scott Hester,Italy,2019,13+,Western,71,0
8266,8266,Movie,She's Out of My League,Jim Field Smith,United States,2010,17+,"Comedy, Romance",105,0
8267,8267,Movie,Season for Love Songs,Vu Duc Thang,Italy,2018,13+,"Arts, Entertainment, and Culture, Comedy",107,0
8268,8268,Movie,Scarecrow County,John Oak Dalton,Italy,2019,16+,Horror,75,0
8269,8269,Movie,Sahara,Andrew V. McLaglen,Italy,1984,13+,"Action, Comedy",106,0
8270,8270,Movie,Route 24,Rotimi Akanbi,Italy,2020,18+,Drama,99,0
8271,8271,Movie,Rise of the Chupacabras,Jonathan Mumm,Italy,2003,18+,Horror,88,0
8272,8272,Movie,Remnants Of A Disaster,Roger Armstrong,Italy,2014,16+,"Horror, Science Fiction",79,0
8273,8273,Movie,Rebirth,Rogers Conners,Italy,2021,18+,"Drama, Horror, Suspense",99,0
8274,8274,Movie,Raja Chinna Roja,S. P. Muthuraman,Italy,1989,13+,"Action, Comedy, Drama",150,0
8275,8275,Movie,Rag and Bone,James D. Parriott,Italy,1998,16+,"Drama, Suspense",81,0
8276,8276,Movie,Pen Puthi Mun Puthi,Senthilnathan,Italy,1989,ALL,"Comedy, Drama",136,0
8277,8277,Movie,Parents,Bob Balaban,"Canada, United States",1989,17+,"Comedy, Horror, Suspense",82,0
8278,8278,Movie,Paranormal Doorways,Pia Justine Cruz,Italy,2020,16+,Suspense,91,0
8279,8279,Movie,Papanasam,Jeethu Joseph,India,2015,13+,Drama,172,0
8280,8280,Movie,Paagal,Naressh Kuppili,Italy,2021,13+,"Action, Drama, Romance",136,0
8281,8281,Movie,Ouija Death Trap,Todd Sheets,Italy,2014,18+,Horror,74,0
8282,8282,Movie,Never Say Never: The Desire Hall Story,John Patterson,Italy,1995,13+,Drama,91,0
8283,8283,Movie,Neruppu Da,B. Ashok Kumar,Italy,2017,ALL,"Action, Suspense",122,0
8284,8284,Movie,Nacho Libre,Jared Hess,Italy,2006,8+,Comedy,92,0
8285,8285,Movie,My Summer As A Goth,Tara Johnson-Medinger,Italy,2020,13+,"Comedy, Drama",101,0
8286,8286,Movie,My Dog The Space Traveler,Robin Christian,Italy,2014,13+,"Kids, Science Fiction",98,0
8287,8287,Movie,Murder on the Orient Express,Sidney Lumet,United States,1974,8+,Drama,127,0
8288,8288,Movie,Mr Harvey Lights a Candle,Susanna White,Italy,2005,16+,Drama,84,0
8289,8289,Movie,Money for Nothing,Mike Ockrent,Italy,1993,16+,Drama,92,0
8290,8290,Movie,Milner,John Strickland,Italy,1994,16+,Drama,71,0
8291,8291,Movie,Midwives,Glenn Jordan,Italy,2001,16+,Drama,92,0
8292,8292,Movie,Masquerade,Jeremiah McLamb,Italy,2009,16+,"Drama, Special Interest",97,0
8293,8293,Movie,Magic Magic,Sebastian Silva,Italy,2013,17+,"Horror, Suspense",98,0
8294,8294,Movie,Magalir Mattum,Bramma,Italy,2017,ALL,"Comedy, Drama",129,0
8295,8295,Movie,Loving,Diarmuid Lawrence,Italy,1996,18+,"Drama, Romance",94,0
8296,8296,Movie,Look Me in the Eye,Nick Ward,Italy,1996,18+,"Drama, Suspense",73,0
8297,8297,Movie,Lift,Alexander Kaminer,Italy,2016,16+,Action,100,0
8298,8298,Movie,Life After Life,Tim Fywell,Italy,1995,18+,Drama,81,0
8299,8299,Movie,Lesa Lesa,Priyadarshan,Italy,2003,13+,Romance,154,0
8300,8300,Movie,Late Flowering Lust,David Hinton,Italy,1994,18+,Drama,53,0
8301,8301,Movie,Kula Deivam,Krishnan-Panju,Italy,1956,ALL,Drama,137,0
8302,8302,Movie,Kombu,E Ibrahim,Italy,2020,ALL,Horror,110,0
8303,8303,Movie,Kin Dread,Adrian Leon,Italy,2021,16+,"Horror, Suspense",94,0
8304,8304,Movie,Justice for Natalee Holloway,Stephen Kay,Italy,2011,16+,Drama,87,0
8305,8305,Movie,Jiro Dreams of Sushi,David Gelb,Italy,2011,8+,"Documentary, Special Interest",82,0
8306,8306,Movie,I'll Always Know What You Did Last Summer,Sylvain White,Italy,2006,17+,Horror,92,0
8307,8307,Movie,I Was A Greenhouse,Adrian Konstant,Italy,2013,13+,Drama,106,0
8308,8308,Movie,I Am Norman,"Arron Blake, Darius Shu",Italy,2021,18+,"Drama, Horror, Suspense",48,0
8309,8309,Movie,I Am Bolt,"Benjamin Turner, Gabe Turner",Italy,2016,UNRATED,Documentary,103,0
8310,8310,Movie,Headhunters,Simon Langton,Italy,1994,18+,Drama,120,0
8311,8311,Movie,Gunpoint,Jae Sinclair,Italy,2021,18+,Suspense,108,0
8312,8312,Movie,Good but not great,Francesco Mandelli,Italy,2019,16+,"Comedy, Young Adult Audience",89,0
8313,8313,Movie,Furious Road,Jeff Leroy,Italy,2014,18+,Action,80,0
8314,8314,Movie,Frailty,Bill Paxton,"United States, Germany, Italy",2002,17+,"Drama, Suspense",100,0
8315,8315,Movie,Food Club,Barbara Topsøe-Rothenborg,Italy,2021,16+,"Comedy, Drama, Romance",100,0
8316,8316,Movie,Fair Haven,Kerstin Karlhuber,Italy,2017,16+,"Drama, LGBTQ, Young Adult Audience",92,0
8317,8317,Movie,Experimenter,Michael Almereyda,United States,2016,13+,Drama,98,0
8318,8318,Movie,Entrepreneurs,Marcus Gautesen,Italy,2003,13+,Comedy,94,0
8319,8319,Movie,Do the Right Thing,Spike Lee,United States,1989,17+,"Comedy, Drama",121,0
8320,8320,Movie,Devil Gold,Joseph Novoa,Italy,2000,18+,Drama,85,0
8321,8321,Movie,Death At A Funeral,Neil LaBute,Italy,2010,17+,Comedy,92,0
8322,8322,Movie,Deal With The Devil,Benjamin Thomas,Italy,2018,18+,Horror,81,0
8323,8323,TV Show,David Copperfield (1999),Unknown,Italy,2000,10+,TV Shows,0,1
8324,8324,Movie,Daredevil DIRECTOR'S CUT,Mark Steven Johnson; Mark Johnson,Italy,2003,UNRATED,Action,133,0
8325,8325,Movie,Crossing Arizona,"Joseph Mathew, Dan DeVivo",Italy,2006,13+,Special Interest,95,0
8326,8326,TV Show,Crime and Punishment,Unknown,Italy,2002,18+,"Drama, Suspense",0,1
8327,8327,Movie,Cowgirls N Angels,Timothy Armstrong,Italy,2012,8+,"Faith and Spirituality, Kids, Western",92,0
8328,8328,Movie,Countrycide,Brett Kelly,Italy,2021,18+,"Horror, Suspense",69,0
8329,8329,Movie,Copperhead,Ron Maxwell,Italy,2013,13+,"Drama, Military and War",120,0
8330,8330,Movie,Closer,Mike Nichols,United States,2004,17+,"Drama, Romance",104,0
8331,8331,Movie,Cirque du Freak: The Vampire's Assistant,Paul Weitz,Italy,2009,13+,"Kids, Science Fiction",109,0
8332,8332,Movie,Cinderella,Kay Cannon,"United States, United Kingdom",2021,8+,"Comedy, Fantasy, Kids",112,0
8333,8333,Movie,Chris Gethard: Half My Life,Kate Sweeney,Italy,2021,18+,"Arts, Entertainment, and Culture, Comedy",54,0
8334,8334,Movie,Changing the Game,Rel Dowdell,Italy,2012,17+,"Action, Drama",103,0
8335,8335,Movie,Casino.sk,Ján Sabol,Italy,2019,18+,Drama,105,0
8336,8336,Movie,Brutal,Donald Lawrence Flaherty,Italy,2014,18+,"Action, Sports",85,0
8337,8337,Movie,"Big Mommas: Like Father, Like Son: World Premiere",John Whitesell,United States,2011,13+,Comedy,6,0
8338,8338,Movie,Bickerman's Grove,Adrian Konstant,Italy,2016,13+,"Comedy, Drama",86,0
8339,8339,Movie,Attack Of The Demons,Eric Power,Italy,2020,16+,"Animation, Horror",75,0
8340,8340,Movie,Astro Loco,Aaron McJames,Italy,2021,16+,Science Fiction,92,0
8341,8341,Movie,Apocalypse A Go Go,Savannah Gisleson,Italy,2021,18+,"Comedy, Romance",86,0
8342,8342,Movie,Ape vs. Monster,Daniel Lusko,United States,2021,16+,Science Fiction,88,0
8343,8343,Movie,Angel Mountain,Karen Schuback,Italy,2021,16+,Drama,104,0
8344,8344,Movie,American Me,Unknown,Italy,1992,17+,"Drama, Romance, Suspense",127,0
8345,8345,Movie,Amalia in the Fall,"Anna Utrecht, Octavio Lasheras",Italy,2021,13+,Drama,78,0
8346,8346,Movie,60 Vayadu Maaniram,Radha Mohan,Italy,2018,13+,Drama,127,0
8347,8347,Movie,500 Days of Summer (4K UHD),Marc Webb,Italy,2009,13+,"Arts, Entertainment, and Culture, Comedy",95,0
8348,8348,Movie,25 Sets,Matt O'Dowd,Italy,2019,18+,"Arts, Entertainment, and Culture, Comedy, Documentary",58,0
8349,8349,Movie,The New Daughters of Joshua Cabe,Bruce Bilson,Italy,1976,13+,"Action, Western",70,0
8350,8350,Movie,The Descent,Neil Marshall,Italy,2006,17+,"Adventure, Arthouse, Horror",99,0
8351,8351,Movie,Taana,Yuvaraj Subramani,Italy,2020,13+,Comedy,117,0
8352,8352,Movie,Shadow Man,Michael Keusch,Italy,2006,17+,"Action, Suspense",96,0
8353,8353,Movie,Kadalora Kavithaikal,Bharathiraja,Italy,1986,ALL,Romance,137,0
8354,8354,Movie,Fritz the Cat,Ralph Bakshi,United States,1972,18+,Animation,79,0
8355,8355,Movie,A Dot and a Line,Elia K. Schneider,Italy,2004,18+,"Action, Drama",107,0
8356,8356,Movie,Unfollower,Julie Crisante,Italy,2021,16+,Suspense,91,0
8357,8357,Movie,The Unknown,Domben Chisom,Italy,2021,16+,Drama,71,0
8358,8358,Movie,Slashlorette Party,Paul Ragsdale,Italy,2021,18+,Horror,79,0
8359,8359,Movie,Say Your Prayers,Harry Michell,Italy,2021,16+,"Comedy, Drama, Suspense",85,0
8360,8360,Movie,From the Depths,Jose Montesinos (Frenzy),Italy,2021,16+,"Horror, Science Fiction, Suspense",85,0
8361,8361,Movie,FLESH,Nikk Bergman,Italy,2021,18+,Horror,70,0
8362,8362,Movie,Final Stop,Jeffrey J. Moore,Italy,2021,16+,"Romance, Suspense",89,0
8363,8363,Movie,Entertainment,Rick Alverson,Italy,2015,17+,Comedy,103,0
8364,8364,Movie,Conscripted,PAUL APEL PAPEL (DGN),Italy,2021,16+,Drama,97,0
8365,8365,Movie,Boycie in Belgrade,Lazar Vukovic,Italy,2021,ALL,Comedy,79,0
8366,8366,Movie,Aashiqui 2,Mohit Suri,India,2013,ALL,"International, Romance",127,0
8367,8367,Movie,Writing Kim,"Luvia Petersen, Alison Ward",Italy,2021,16+,Drama,78,0
8368,8368,Movie,War Of The God Monsters,Kim Jeong-Yong,Italy,2021,13+,Science Fiction,87,0
8369,8369,Movie,The Widowing of Mrs Holroyd,Katie Mitchell,Italy,1995,18+,"Drama, Romance",87,0
8370,8370,TV Show,The Target List,Unknown,Italy,2021,16+,"Action, Horror",0,1
8371,8371,Movie,The Passion,Catherine Morshead,Italy,1999,16+,"Drama, Romance",121,0
8372,8372,Movie,The Mother,Simon Curtis,Italy,1994,16+,Drama,57,0
8373,8373,Movie,The King & I,Richard Rich,Italy,1999,0+,"Animation, Kids",89,0
8374,8374,Movie,The Infernal Walker,Ka Fai Wong,Italy,2020,13+,"Action, Drama",90,0
8375,8375,Movie,The Entertainer,Nicholas Renton,Italy,1993,16+,Drama,121,0
8376,8376,Movie,The Crew,Nikolay Lebedev,Italy,2016,16+,"Action, Drama",123,0
8377,8377,Movie,Suddenly Last Summer,Richard Eyre,Italy,1993,18+,Drama,83,0
8378,8378,Movie,Raunch and Roll,Phil Wurtzel,Italy,2021,16+,"Drama, Music Videos and Concerts",107,0
8379,8379,Movie,Project Gutenberg,Felix Chong,Italy,2018,13+,"Action, Suspense",126,0
8380,8380,Movie,Paper Dragons,Jason Hawkins,Italy,2021,16+,"Drama, Suspense",99,0
8381,8381,Movie,Murder in Mind,Robert Bierman,Italy,1994,18+,"Drama, Suspense",79,0
8382,8382,Movie,Mubutu's African Movie Theater: Episode 6,Prince Mabutu Nayabingi,Italy,2021,18+,Action,70,0
8383,8383,Movie,Message for Posterity,David Jones,Italy,1994,16+,Drama,97,0
8384,8384,Movie,Men of the Month,Jean Stewart,Italy,1994,18+,Drama,73,0
8385,8385,Movie,Max Payne,John Moore,Italy,2008,13+,Action,100,0
8386,8386,Movie,Mask Of Thorn,MJ Dixon,Italy,2021,18+,Horror,108,0
8387,8387,Movie,Leap,Peter Ho-Sun Chan,Italy,2020,13+,Drama,135,0
8388,8388,Movie,In The Moon's Shadow,Alvin Case,Italy,2021,13+,"Drama, Kids",81,0
8389,8389,Movie,Highway 13,William Berke,Italy,2021,7+,"Action, Suspense",59,0
8390,8390,Movie,Higher Ed,Jean Claude LaMarre,Italy,2021,13+,Comedy,75,0
8391,8391,Movie,Hellbox,"David Scott, Sheldon Inkol, Robin Sen",Italy,2021,13+,Horror,118,0
8392,8392,Movie,Gone with the Light,Runnian Dong,Italy,2018,13+,"Romance, Science Fiction",131,0
8393,8393,Movie,Goldmedal,UDAY KUMAR MUNTHA,Italy,2021,13+,Drama,59,0
8394,8394,Movie,Girls' Night In,Emmett Loverde,Italy,2021,16+,"Comedy, Drama",91,0
8395,8395,Movie,Exposed,Declan Dale,Italy,2016,17+,"Drama, Suspense",102,0
8396,8396,Movie,Emma's War,Clytie Jessop,Italy,1988,13+,Drama,92,0
8397,8397,Movie,Elfette Saves Christmas,Christian Cashmir,Italy,2019,13+,"Comedy, Kids, Science Fiction",97,0
8398,8398,Movie,Brutus vs Cesar,Kheiron,France,2020,13+,Comedy,88,0
8399,8399,Movie,Broken Glass,David Thacker,Italy,1997,16+,Drama,96,0
8400,8400,Movie,Ashes That Swarm,Jerard McKinzie,Italy,2021,16+,Drama,54,0
8401,8401,Movie,A Landing on the Sun,Nick Renton,Italy,1994,18+,"Drama, Romance, Suspense",87,0
8402,8402,Movie,The Wave [English Subtitled],Roar Uthaug,Italy,2015,17+,"Action, Adventure, Drama",105,0
8403,8403,Movie,The Love Punch,Joel Hopkins,Italy,2014,13+,"Action, Comedy",94,0
8404,8404,Movie,The Gospel of Matthew,David Batty,Italy,2018,ALL,"Documentary, Drama",191,0
8405,8405,Movie,The Darkness,Tharun Mohan,Italy,2021,18+,"Horror, Suspense",95,0
8406,8406,Movie,The Angel Of Auschwitz,Terry Coker,Italy,2021,16+,Drama,102,0
8407,8407,Movie,RiffTrax: Yor Hunter From The Future,Michael J. Nelson,Italy,2019,13+,"Comedy, Science Fiction",83,0
8408,8408,Movie,Pasture,Sean Hardaway,Italy,2021,18+,Horror,100,0
8409,8409,Movie,Life Partners,Susanna Fogel,Italy,2014,17+,"Comedy, Drama, Romance",93,0
8410,8410,Movie,I Am Lisa,Patrick Rea,Italy,2021,18+,Horror,92,0
8411,8411,Movie,Gary Owen: #DoinWhatIDo,Brian Volk-Weiss,Italy,2019,18+,"Arts, Entertainment, and Culture, Comedy, Special Interest",63,0
8412,8412,Movie,Doc West - Part 2,"Giulio Base, Terence Hill",Italy,2009,8+,"Comedy, Drama, Western",94,0
8413,8413,Movie,Digley and Dazey - London Bridge Is Falling Down & More Nursery Rhymes and Kids Songs,Moonbug Entertainment,Italy,2020,ALL,Kids,14,0
8414,8414,Movie,Dark Tide,John Stockwell,Italy,2012,13+,"Action, Adventure, Drama",114,0
8415,8415,TV Show,X-Ray 1C Test Title,Unknown,Italy,2021,UNRATED,TV Shows,0,1
8416,8416,Movie,The Note 2: Taking a Chance on Love,Douglas Barr,Italy,2009,13+,Drama,88,0
8417,8417,Movie,The Note,Douglas Barr,Italy,2007,13+,"Drama, Kids",87,0
8418,8418,Movie,The Bag Girls,Wil Lewis III,Italy,2020,18+,"Action, Drama, Suspense",93,0
8419,8419,Movie,Thamizh,Hari,India,2002,18+,"Action, Drama",155,0
8420,8420,Movie,Sundari,Kalyanji Gogana,Italy,2021,13+,"Drama, Suspense",110,0
8421,8421,TV Show,Subete a mi Moto (4K UHD),Unknown,Italy,2020,UNRATED,Drama,0,1
8422,8422,TV Show,Subete a mi Moto,Unknown,Italy,2020,UNRATED,Drama,0,1
8423,8423,Movie,SheBorg,Daniel Armstrong,Italy,2018,18+,"Horror, Science Fiction",87,0
8424,8424,Movie,Riverhead,Justin Oakey,Italy,2017,18+,Drama,90,0
8425,8425,Movie,RiffTrax: Dinosaurus,Michael J. Nelson,Italy,2014,13+,"Comedy, Fantasy",82,0
8426,8426,Movie,RiffTrax: Day of the Shorts: SF Sketchfest 2019,Michael J. Nelson,Italy,2019,13+,Comedy,108,0
8427,8427,Movie,RiffTrax: Contamination,Michael J. Nelson,Italy,2019,18+,"Comedy, Science Fiction",85,0
8428,8428,Movie,RiffTrax: Bloody Pit of Horror,Michael J. Nelson,Italy,2012,13+,"Comedy, Horror",74,0
8429,8429,Movie,RiffTrax: Blood Theatre,Michael J. Nelson,Italy,2019,18+,"Comedy, Horror",75,0
8430,8430,Movie,RiffTrax: Astro-Zombies,Michael J. Nelson,Italy,2016,13+,"Comedy, Horror",92,0
8431,8431,Movie,RiffTrax Presents High School Hero,Michael J. Nelson,Italy,2019,13+,"Comedy, Drama",69,0
8432,8432,Movie,Queen - The Making Of A Night At The Opera (Classic Album),Matthew Longfellow,Italy,2006,13+,"Documentary, Music Videos and Concerts",49,0
8433,8433,Movie,Outlaw Justice,Bill Corcoran,Italy,1999,17+,"Action, Western",91,0
8434,8434,Movie,Officer Down,Brian A. Miller,Italy,2013,17+,"Action, Adventure",97,0
8435,8435,Movie,Murder in the Cove,Megan Wennberg,Italy,2021,13+,Documentary,52,0
8436,8436,Movie,Ksheera Sagara Madhanam,Anil Panguluri,Italy,2021,16+,"Action, Drama",142,0
8437,8437,TV Show,Jungle Beat,Unknown,Italy,2021,ALL,"Animation, Kids",0,1
8438,8438,TV Show,Honey and Clover,Unknown,Italy,2005,13+,"Comedy, Drama, Romance",0,1
8439,8439,Movie,Future Fear,Ken May,Italy,2021,16+,"Action, Science Fiction",93,0
8440,8440,Movie,Fear,"Geoff Reisner, Jason Tobias",Italy,2021,16+,"Action, Suspense",101,0
8441,8441,Movie,El Vigilante,Diego Ros,Italy,2016,18+,Drama,75,0
8442,8442,Movie,Dirty Dirty Jokes,Peter Robert,Italy,1993,17+,Comedy,59,0
8443,8443,Movie,Cows Wearing Glasses,Alex Santiago Pérez,Italy,2016,16+,Drama,93,0
8444,8444,Movie,Can't Cut It,Franky Okamura,Italy,2021,13+,"Arthouse, Horror, Romance",23,0
8445,8445,Movie,Blippi's School Supply Scavenger Hunt,Unknown,Italy,2021,ALL,Kids,39,0
8446,8446,Movie,Beate,Samad Zarmandili,Italy,2021,18+,"Comedy, Drama",94,0
8447,8447,TV Show,Bakugan Battle Brawlers,Unknown,Italy,2009,10+,"Animation, Anime, Kids",0,1
8448,8448,TV Show,All Or Nothing: Toronto Maple Leafs,Unknown,Italy,2021,14+,Sports,0,1
8449,8449,Movie,Alienated,Darryl Anka,Italy,2021,13+,"Romance, Science Fiction",99,0
8450,8450,Movie,After Miss Julie,Patrick Marber,Italy,1995,18+,"Arts, Entertainment, and Culture, Drama, Young Adult Audience",78,0
8451,8451,Movie,A War,Tobias Lindholm,"Denmark, France",2016,17+,"Drama, International",115,0
8452,8452,Movie,Wetware,Jay Craven,Italy,2020,18+,"Science Fiction, Suspense",105,0
8453,8453,TV Show,Voltaire High,Unknown,France,2021,18+,Drama,0,1
8454,8454,Movie,Tuck Jagadish,Shiva Nirvana,India,2021,16+,Drama,146,0
8455,8455,Movie,Truth or Die,Robert Heath,Italy,2012,18+,Horror,95,0
8456,8456,Movie,Thirst Street,Nathan Silver,Italy,2017,16+,"Comedy, Drama",84,0
8457,8457,Movie,The Voyeurs,Michael Mohan,Italy,2021,17+,"Drama, Young Adult Audience",116,0
8458,8458,Movie,The Trace,Pascal Atuma,Italy,2014,16+,Drama,85,0
8459,8459,Movie,The Sweet Sound of Death,Javier Setó,Italy,1965,13+,"Horror, Romance",84,0
8460,8460,Movie,The Lost,Peter Stylianou,Italy,2020,18+,"Action, Suspense",81,0
8461,8461,Movie,The Kingsbury Run,James Neyman,Italy,2018,16+,"Horror, Suspense",125,0
8462,8462,Movie,Social Mandiya,Vivek Sharma,Italy,2021,13+,"Comedy, Drama",100,0
8463,8463,Movie,Punascha,Souvik Mitra,Italy,2014,ALL,Drama,133,0
8464,8464,Movie,Pat and Margaret,Gavin Millar,Italy,1994,13+,Drama,84,0
8465,8465,Movie,Otra forma de entender la vida (4K UHD),Javier Jiménez Vaquerizo,Italy,2021,13+,"Documentary, Sports",70,0
8466,8466,Movie,Otra forma de entender la vida,Javier Jiménez Vaquerizo,Italy,2021,13+,"Documentary, Sports",70,0
8467,8467,Movie,Nizhal Nijamagiradhu,K. Balachander,Italy,1978,ALL,Drama,140,0
8468,8468,Movie,Night of A 1000 Hours,Virgil Widrich,Italy,2016,13+,"Comedy, Drama, Suspense",92,0
8469,8469,Movie,NANCY an avenge manoeuvre,LYJU GEORGE,Italy,2021,16+,"Action, Horror, Suspense",18,0
8470,8470,Movie,My Young Auntie,Liu Chia-liang,Italy,1981,16+,"Action, Adventure",114,0
8471,8471,Movie,Kutte Fail,Rajan Aggarwal,Italy,2021,13+,"Comedy, Horror",101,0
8472,8472,Movie,Into the Darkness,Anders Refn,Italy,2021,18+,"Action, Drama",153,0
8473,8473,TV Show,GD,Unknown,Italy,2021,16+,"Action, Drama",0,1
8474,8474,Movie,Forgiven,Jason Campbell,Italy,2021,7+,"Drama, Special Interest",73,0
8475,8475,Movie,"Ebony, Ivory and Jade",C.H. Santiago,Italy,1976,13+,Action,80,0
8476,8476,Movie,Darling,Sam Anton,Italy,2015,13+,Horror,120,0
8477,8477,TV Show,Club Mundo Kids,Unknown,Italy,2021,ALL,TV Shows,0,1
8478,8478,TV Show,Big Freedia: Queen of Bounce,Unknown,Italy,2016,14+,"Documentary, Special Interest, Unscripted",0,1
8479,8479,Movie,Bidhilipi,Anjan Choudhury,Italy,1990,ALL,Drama,139,0
8480,8480,Movie,Aadu Magaadra Bujji,Krishnareddy Gangadhasuu,Italy,2013,18+,"Action, Comedy, Drama",142,0
8481,8481,Movie,5:55 (five fifty five),Chibuzor Afurobi,Italy,2021,18+,"Comedy, Drama, Romance",125,0
8482,8482,TV Show,Tom Jones,Unknown,Italy,1997,16+,Drama,0,1
8483,8483,TV Show,The VAR Room,Unknown,Italy,2021,16+,Comedy,0,1
8484,8484,Movie,The Rescue,Dante Lam,Italy,2020,13+,"Action, Drama",133,0
8485,8485,Movie,The Dog Who Saved Halloween,Peter Sullivan,Italy,2011,8+,"Action, Comedy, Kids",88,0
8486,8486,Movie,The Diabolical Schemes of Thadeus Jackson,Brandon Crowson,Italy,2018,16+,Action,93,0
8487,8487,Movie,The Assassination at Sarajevo,Veljko Bulajic,Italy,1975,16+,Drama,110,0
8488,8488,Movie,Stage Fright,magnolia,Italy,2014,17+,"Arthouse, Arts, Entertainment, and Culture, Horror",88,0
8489,8489,TV Show,SslmRegUsTV02SourceSERIES,Unknown,Italy,2020,0+,"Comedy, Drama",0,1
8490,8490,TV Show,Momo Character Classic,Unknown,Italy,2014,0+,"Animation, International, Kids",0,3
8491,8491,Movie,"Mike Epps: Under Rated, Never Faded & X-Rated",Marcus Raboy,Italy,2021,18+,Comedy,69,0
8492,8492,TV Show,MI HISTORIA,Unknown,Italy,2021,UNRATED,Music Videos and Concerts,0,1
8493,8493,Movie,Juvenile Delinquents,Neil Goss,Italy,2020,17+,"Drama, Suspense, Young Adult Audience",118,0
8494,8494,Movie,Desecrated,Akin Alabi,Italy,2021,13+,Drama,85,0
8495,8495,TV Show,Christmas Through the Decades,Unknown,Italy,2015,10+,"Documentary, Kids, Special Interest",0,1
8496,8496,Movie,Charlotte Moon Mysteries - Green on the Greens,Heidi Horne,Italy,2021,13+,"Comedy, Suspense",106,0
8497,8497,Movie,Cattle Hill,Lise I. Osvoll,Italy,2019,7+,"Animation, Kids",66,0
8498,8498,Movie,Borealis,Kevin McMahon,Italy,2020,ALL,Documentary,94,0
8499,8499,Movie,Arachnophobia,Frank Marshal,Italy,1990,13+,"Comedy, Horror",110,0
8500,8500,Movie,Advocate,Venu Sriram,India,2021,13+,"Action, Drama",153,0
8503,8503,Movie,A Brand New Kitchen,Bill McAdams Jr.,Italy,2019,16+,"Drama, Romance, Special Interest",90,0
8504,8504,Movie,Yakuza Apocalypse,Takashi Miike,"Japan, France",2015,18+,"Action, Horror",115,0
8505,8505,TV Show,Top Gear: Extra Gear,Unknown,Italy,2018,14+,TV Shows,0,3
8506,8506,Movie,The Riverman,Bill Eagles,Italy,2004,17+,Drama,91,0
8507,8507,TV Show,The Carlos Watson Show,Unknown,Italy,2021,16+,"Documentary, Talk Show and Variety",0,2
8508,8508,Movie,Royal Enchantimals: A Royal Rescue,Thom McKenna,Italy,2021,ALL,"Animation, Kids",26,0
8509,8509,Movie,RiffTrax Presents: Devil Girl from Mars,Michael J. Nelson,Italy,2018,13+,"Comedy, Science Fiction",77,0
8510,8510,Movie,Redemption,Robert Conway,Italy,2009,17+,Western,89,0
8511,8511,Movie,Precipice,Harald Sicheritz,Italy,2016,13+,Suspense,88,0
8512,8512,Movie,Nadigan,P. Vasu,Italy,1990,13+,"Comedy, Drama",135,0
8513,8513,Movie,Kottai Vaasal,Selva Vinayagam,Italy,1992,13+,"Action, Drama",143,0
8514,8514,Movie,KFF's Bad Kill,Tony Laudati,Italy,2021,16+,Action,44,0
